title,release,revenue,budget,rating,genres,country
The Talented Mr. Ripley,1999-12-25,128798265.0,40000000.0,7.1,Thriller,US
Next Friday,2000-01-12,59827328.0,11000000.0,6.5,Comedy,US
The Hurricane,1999-09-17,73956241.0,50000000.0,7.2,Drama,US
Play It to the Bone,1999-12-25,8434146.0,24000000.0,5.7,Comedy,US
Papillon,1973-12-13,53267000.0,12000000.0,7.8,Crime,US
Fast Times at Ridgemont High,1982-08-13,27092880.0,4500000.0,7.0,Comedy,US
Batman: Mask of the Phantasm,1993-12-25,5617391.0,6000000.0,7.4,Action,US
Malcolm X,1992-11-18,48169908.0,34000000.0,7.3,Drama,US
Sister Act,1992-05-28,231605150.0,31000000.0,6.5,Music,US
Sister Act 2: Back in the Habit,1993-12-09,57319029.0,38000000.0,5.9,Music,US
The Hand that Rocks the Cradle,1992-01-10,88036683.0,11700000.0,6.5,Thriller,US
Alive,1993-01-15,36733909.0,32000000.0,6.7,Action,US
Scent of a Woman,1992-12-23,134095253.0,31000000.0,7.3,Drama,US
Wayne's World,1992-02-14,121697323.0,20000000.0,6.5,Music,US
A League of Their Own,1992-07-01,107458785.0,40000000.0,6.8,Comedy,US
Patriot Games,1992-06-04,178051587.0,45000000.0,6.4,Drama,US
The Bodyguard,1992-11-25,411006740.0,25000000.0,6.2,Thriller,US
Death Becomes Her,1992-07-30,149022650.0,55000000.0,6.3,Fantasy,US
Far and Away,1992-05-22,137783840.0,60000000.0,6.3,Adventure,US
Twin Peaks: Fire Walk with Me,1992-06-03,4160851.0,10000000.0,7.3,Drama,US
Buffy the Vampire Slayer,1992-07-24,16624456.0,7000000.0,5.3,Action,US
Bad Lieutenant,1992-09-16,2019469.0,1000000.0,6.9,Crime,US
Scream 3,2000-02-03,161834276.0,40000000.0,5.7,Horror,US
Single White Female,1992-08-14,48017402.0,16000000.0,6.0,Thriller,US
Gun Shy,2000-02-04,1631839.0,10000000.0,5.4,Action,US
The Beach,2000-02-11,144056873.0,40000000.0,6.3,Drama,UK
The Tigger Movie,2000-02-11,45554533.0,30000000.0,6.3,Animation,US
Boiler Room,2000-02-18,28780255.0,26000000.0,6.5,Crime,US
Pitch Black,2000-02-18,53187659.0,23000000.0,6.7,Thriller,US
City Lights,1931-01-30,19181.0,1500000.0,8.2,Comedy,US
The Kid,1921-01-21,2500000.0,250000.0,8.0,Comedy,US
Reindeer Games,2000-02-25,32168970.0,42000000.0,5.3,Thriller,US
Drowning Mona,2000-03-03,15427192.0,16000000.0,5.4,Comedy,US
The Next Best Thing,2000-03-03,24362772.0,25000000.0,4.3,Comedy,US
Birdy,1984-12-14,1400000.0,12000000.0,6.9,Drama,US
Mission to Mars,2000-03-10,60874615.0,90000000.0,5.7,Science Fiction,US
The Ninth Gate,1999-08-24,58401898.0,38000000.0,6.3,Horror,France
Breaking Away,1979-05-24,20000000.0,2300000.0,7.4,Drama,US
Hoosiers,1986-11-14,28607524.0,9000000.0,7.1,Drama,US
Bull Durham,1988-06-15,50888000.0,7000000.0,6.6,Comedy,US
Dog Day Afternoon,1975-08-11,46665856.0,1800000.0,7.6,Crime,US
American Graffiti,1973-08-01,140000000.0,777000.0,6.9,Comedy,US
JFK,1991-12-20,205405498.0,40000000.0,7.5,Drama,US
Blind Date,1987-03-27,39321715.0,18000000.0,5.6,Comedy,US
Nadine,1987-08-07,5669831.0,12000000.0,5.5,Action,US
Titanic,1953-04-11,4905000.0,1805000.0,6.2,Drama,US
Erin Brockovich,2000-03-17,256271286.0,52000000.0,7.1,Drama,US
Final Destination,2000-03-16,53302314.0,23000000.0,6.4,Horror,US
Thelma & Louise,1991-05-24,45361000.0,16000000.0,7.2,Drama,US
Animal House,1978-07-27,141000000.0,2700000.0,7.0,Comedy,US
Do the Right Thing,1989-06-30,37295445.0,6500000.0,7.6,Drama,US
Mo' Better Blues,1990-08-03,16153593.0,10000000.0,6.3,Drama,US
Jungle Fever,1991-06-07,32482682.0,14000000.0,6.0,Drama,US
Death Wish,1974-07-24,22000000.0,3000000.0,7.0,Action,US
Death Wish 2,1982-02-20,45000000.0,2000000.0,6.1,Action,US
Death Wish 3,1985-11-01,16945171.0,9000000.0,6.1,Action,US
Double Indemnity,1944-04-24,2500000.0,927262.0,8.0,Drama,US
Cool as Ice,1991-10-18,1193062.0,6000000.0,4.7,Drama,US
Red Dawn,1984-08-10,38376497.0,4200000.0,6.4,Action,US
Bloodsport,1988-02-26,11806119.0,1500000.0,6.6,Action,US
Eyes of Laura Mars,1978-08-02,20000000.0,7000000.0,5.7,Drama,US
"Good Morning, Vietnam",1987-12-23,123922370.0,13000000.0,7.1,Comedy,US
Guess Who's Coming to Dinner,1967-12-11,56666667.0,4000000.0,7.6,Comedy,US
Romeo Must Die,2000-03-20,91036760.0,25000000.0,6.0,Action,US
Whatever It Takes,2000-03-31,9902115.0,15000000.0,5.1,Drama,US
Hud,1963-05-29,10000000.0,2500000.0,7.4,Action,US
The Hustler,1961-09-25,7600000.0,2000000.0,7.6,Drama,US
Close Encounters of the Third Kind,1977-11-16,303788635.0,20000000.0,7.2,Science Fiction,US
Jacob's Ladder,1990-11-02,25965144.0,25000000.0,7.3,Drama,US
La Bamba,1987-07-24,54215416.0,6500000.0,6.8,Drama,US
Ladyhawke,1985-03-27,18432000.0,20000000.0,6.8,Adventure,US
Lucas,1986-03-28,8200000.0,6000000.0,6.4,Comedy,US
High Fidelity,2000-03-17,47126295.0,30000000.0,7.0,Comedy,UK
The Road to El Dorado,2000-03-31,76432727.0,95000000.0,7.0,Adventure,US
El Dorado,1966-12-17,6000000.0,4653000.0,7.2,Western,US
Hook,1991-12-11,300854823.0,70000000.0,6.7,Adventure,US
Midnight Express,1978-09-12,35000000.0,2300000.0,7.6,Drama,UK
Misery,1990-11-28,61276872.0,20000000.0,7.6,Drama,US
Network,1976-11-01,23689877.0,3800000.0,7.8,Drama,US
No Way Out,1987-08-14,35509515.0,15000000.0,6.9,Action,US
The Outlaw Josey Wales,1976-06-30,31800000.0,3700000.0,7.4,Drama,US
Black and White,1999-09-04,5241315.0,10000000.0,4.6,Drama,US
Frequency,2000-04-28,68106245.0,31000000.0,7.0,Crime,US
Ready to Rumble,2000-04-07,12372410.0,24000000.0,4.7,Action,US
Return to Me,2000-04-07,36609995.0,24000000.0,6.1,Romance,US
Rules of Engagement,2000-04-07,71000000.0,60000000.0,6.0,Action,US
Force 10 from Navarone,1978-11-01,7230000.0,5000000.0,6.4,Action,UK
Arthur,1981-07-17,95461682.0,7000000.0,6.5,Comedy,US
Bachelor Party,1984-06-29,38435947.0,6000000.0,5.8,Comedy,US
Predator,1987-06-11,98235548.0,18000000.0,7.3,Science Fiction,US
The Prince of Tides,1991-12-25,74787599.0,30000000.0,5.9,Drama,US
Keeping the Faith,2000-04-14,37036004.0,30000000.0,5.9,Comedy,US
East Is East,1999-05-14,28200000.0,3800000.0,6.5,Comedy,UK
Marathon Man,1976-10-05,21709020.0,6500000.0,7.2,Thriller,US
Caddyshack,1980-07-25,39846344.0,6000000.0,6.7,Comedy,US
Gossip,2000-04-21,5108820.0,14000000.0,5.6,Drama,US
Love & Basketball,2000-04-21,27728118.0,20000000.0,7.5,Action,US
U-571,2000-04-20,127666415.0,62000000.0,6.1,Action,France
The Virgin Suicides,1999-04-21,10409377.0,6000000.0,7.1,Drama,US
Jennifer Eight,1992-11-06,11390479.0,20000000.0,5.8,Crime,US
The Flintstones in Viva Rock Vegas,2000-04-28,59468275.0,83000000.0,4.4,Science Fiction,US
Where the Heart Is,2000-04-27,33771174.0,15000000.0,6.9,Comedy,US
The Big Kahuna,2000-04-28,3728888.0,7000000.0,6.8,Comedy,US
Carnosaur,1993-05-21,1753979.0,1000000.0,3.9,Horror,US
Gladiator,2000-05-01,457640427.0,103000000.0,7.9,Action,UK
Human Traffic,1999-06-04,4000000.0,600000.0,6.8,Comedy,UK
Battlefield Earth,2000-05-10,21400000.0,44000000.0,3.0,Action,US
Center Stage,2000-05-12,17200925.0,18000000.0,6.8,Drama,US
Hamlet,2000-05-12,1568749.0,2000000.0,6.0,Drama,US
Pee-wee's Big Adventure,1985-07-26,40940662.0,6000000.0,6.6,Adventure,US
Dinosaur,2000-05-19,354248063.0,127500000.0,6.2,Animation,US
Road Trip,2000-05-19,119754278.0,16000000.0,5.9,Comedy,US
The Gold Rush,1925-06-25,2500000.0,923000.0,7.7,Adventure,US
On Her Majesty's Secret Service,1969-12-12,81974493.0,6500000.0,6.5,Adventure,UK
The Spy Who Loved Me,1977-07-07,185438673.0,14000000.0,6.6,Adventure,UK
Moonraker,1979-06-26,210308099.0,34000000.0,5.9,Action,France
The Man with the Golden Gun,1974-12-01,97572000.0,7000000.0,6.4,Adventure,UK
American Gigolo,1980-02-08,22743674.0,4800000.0,5.9,Thriller,US
The Guns of Navarone,1961-04-27,28900000.0,6000000.0,7.3,Action,UK
Stay Tuned,1992-08-14,10736401.0,25000000.0,6.0,Comedy,US
Blazing Saddles,1974-02-07,119500000.0,2600000.0,7.2,Western,US
Flatliners,1990-08-09,61489265.0,26000000.0,6.3,Drama,US
Porky's,1981-11-13,125728258.0,4000000.0,6.1,Comedy,US
Predator 2,1990-11-20,57120318.0,35000000.0,6.0,Science Fiction,US
The Running Man,1987-11-13,38122105.0,27000000.0,6.4,Action,US
Starman,1984-12-13,28744356.0,22000000.0,6.6,Action,US
Alien Nation,1988-10-07,32155047.0,16000000.0,5.9,Crime,US
Angel Heart,1987-03-06,17185632.0,17000000.0,7.0,Horror,US
Nine 1/2 Weeks,1986-02-14,6735922.0,17000000.0,5.8,Drama,US
Firestarter,1984-05-11,17080167.0,15000000.0,5.9,Fantasy,US
Action Jackson,1988-02-12,20256975.0,7000000.0,4.9,Action,US
Gone in Sixty Seconds,2000-06-09,237202299.0,90000000.0,6.1,Action,US
Shaft,1971-07-02,12121618.0,4000000.0,6.5,Adventure,US
The Conversation,1974-04-07,4420000.0,1600000.0,7.5,Crime,US
The Fury,1978-03-10,24000000.0,5500000.0,6.2,Horror,US
Ace in the Hole,1951-06-29,1300000.0,1821052.0,7.9,Drama,US
The Sugarland Express,1974-04-05,12800000.0,3000000.0,6.4,Crime,US
Big Trouble in Little China,1986-05-30,11000000.0,25000000.0,7.1,Action,US
Boys and Girls,2000-06-16,20627372.0,16000000.0,5.4,Comedy,US
Titan A.E.,2000-06-16,36754634.0,75000000.0,6.3,Animation,US
Chicken Run,2000-06-21,224834564.0,45000000.0,6.5,Animation,UK
"Me, Myself & Irene",2000-06-22,149270999.0,51000000.0,6.1,Comedy,US
The Perfect Storm,2000-03-15,325756637.0,120000000.0,6.2,Drama,US
Missing in Action,1984-11-16,22812411.0,1500000.0,5.2,Action,US
Missing in Action 2: The Beginning,1985-03-01,10755447.0,2410000.0,5.0,Action,US
House Party,1990-03-09,26386000.0,2500000.0,6.1,Comedy,US
The Kid,2000-07-07,69700000.0,65000000.0,6.0,Fantasy,US
Scary Movie,2000-07-07,278019771.0,19000000.0,6.0,Comedy,US
But I'm a Cheerleader,1999-09-12,2600000.0,1200000.0,6.5,Comedy,US
Footloose,1984-02-17,80035402.0,8200000.0,6.4,Drama,US
Duel in the Sun,1946-12-31,20400000.0,6000000.0,6.2,Western,US
X-Men,2000-07-13,296339527.0,75000000.0,6.8,Adventure,US
What Lies Beneath,2000-07-21,155464351.0,100000000.0,6.3,Drama,US
Sinbad and the Eye of the Tiger,1977-07-15,16000000.0,3500000.0,6.3,Action,UK
What About Bob?,1991-05-17,63710000.0,35000000.0,6.7,Comedy,US
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,18016290.0,2000000.0,6.6,Comedy,US
Love and Death,1975-06-10,20173742.0,3000000.0,7.5,History,US
Nutty Professor II: The Klumps,2000-07-27,123307945.0,84000000.0,4.7,Fantasy,US
Coyote Ugly,2000-07-30,113916474.0,45000000.0,5.8,Comedy,US
Space Cowboys,2000-07-31,128884132.0,65000000.0,6.3,Action,US
Saving Grace,2000-01-24,26330482.0,10000000.0,6.3,Crime,France
The Crush,1993-04-02,13609396.0,6000000.0,5.5,Drama,US
Phantasm II,1988-07-08,7282851.0,3000000.0,6.3,Action,US
Pumpkinhead,1988-06-09,4385516.0,3500000.0,5.9,Fantasy,US
The Naked Gun: From the Files of Police Squad!,1988-12-02,78756177.0,12000000.0,7.1,Comedy,US
The Naked Gun 2½: The Smell of Fear,1991-06-28,86930411.0,23000000.0,6.6,Comedy,US
Shane,1953-04-23,20000000.0,3100000.0,7.3,Drama,US
Supergirl,1984-11-19,14296438.0,35000000.0,4.7,Adventure,UK
Bring It On,2000-08-25,90449929.0,28000000.0,5.8,Comedy,US
Highlander: Endgame,2000-09-01,15843608.0,25000000.0,4.4,Action,US
Almost Famous,2000-09-15,47383689.0,60000000.0,7.4,Drama,US
Under Suspicion,2000-09-24,260562.0,25000000.0,6.4,Mystery,US
Remember the Titans,2000-09-29,136706683.0,30000000.0,7.4,Drama,US
Hellraiser,1987-09-11,14564027.0,1000000.0,6.9,Horror,UK
Hellbound: Hellraiser II,1988-12-23,12090735.0,3000000.0,6.3,Horror,UK
Voyage to the Bottom of the Sea,1961-07-12,7000000.0,1580000.0,5.4,Adventure,US
Fantastic Voyage,1966-08-24,12000000.0,5115000.0,6.7,Adventure,US
Get Carter,2000-10-06,19412993.0,63600000.0,4.8,Action,US
Meet the Parents,2000-10-06,330444045.0,55000000.0,6.6,Comedy,US
Requiem for a Dream,2000-10-27,7390108.0,4500000.0,7.9,Crime,US
The Ladies Man,2000-10-13,13700000.0,24000000.0,5.7,Comedy,US
Ghoulies,1984-11-08,35000000.0,1000000.0,4.2,Comedy,US
Billy Elliot,2000-05-18,110000000.0,5000000.0,7.4,Drama,France
Bedazzled,2000-10-19,90383208.0,48000000.0,5.6,Fantasy,US
Pay It Forward,2000-10-12,55707411.0,40000000.0,7.0,Drama,US
Charlie's Angels,2000-11-02,264105545.0,92000000.0,5.6,Action,US
The Legend of Bagger Vance,2000-11-02,39459427.0,80000000.0,6.4,Fantasy,US
Men of Honor,2000-09-13,48814909.0,32000000.0,7.0,Drama,US
Diamonds Are Forever,1971-12-13,116019547.0,7200000.0,6.3,Adventure,UK
The 6th Day,2000-11-17,96085477.0,82000000.0,5.7,Science Fiction,US
Bounce,2000-11-15,36779296.0,35000000.0,5.5,Drama,US
102 Dalmatians,2000-10-07,183611771.0,85000000.0,5.1,Comedy,US
Unbreakable,2000-11-13,248118121.0,75000000.0,6.9,Science Fiction,US
The Bounty,1984-05-04,8613462.0,25000000.0,6.5,Action,US
The Living Daylights,1987-06-29,191185897.0,40000000.0,6.2,Action,UK
The Transformers: The Movie,1986-08-08,5849647.0,6000000.0,7.1,Animation,US
Wall Street,1987-12-10,43848069.0,15000000.0,7.0,Crime,US
Born on the Fourth of July,1989-12-20,161001698.0,14000000.0,6.7,Drama,US
Brewster's Millions,1985-05-22,45833132.0,20000000.0,6.5,Comedy,US
Snatch,2000-09-01,83557872.0,10000000.0,7.7,Thriller,UK
Punchline,1988-10-07,21032267.0,15000000.0,5.1,Comedy,US
Chocolat,2000-12-14,152500343.0,25000000.0,6.8,Comedy,UK
"Dude, Where’s My Car?",2000-12-15,73180723.0,13000000.0,5.3,Comedy,US
The Emperor's New Groove,2000-12-09,169327687.0,100000000.0,7.2,Adventure,US
What Women Want,2000-12-15,374111707.0,70000000.0,6.1,Comedy,US
Finding Forrester,2000-12-21,80049764.0,43000000.0,7.0,Drama,US
The Gift,2000-12-22,12008642.0,10000000.0,6.4,Horror,US
Cast Away,2000-12-22,429632142.0,90000000.0,7.5,Adventure,US
The House of Mirth,2000-09-23,5164404.0,10000000.0,6.4,Drama,UK
Miss Congeniality,2000-12-14,212000000.0,45000000.0,6.1,Comedy,US
"O Brother, Where Art Thou?",2000-08-30,71868327.0,26000000.0,7.3,Action,France
Dracula 2000,2000-12-22,33000337.0,28000000.0,4.6,Thriller,US
Thirteen Days,2000-12-24,34566746.0,80000000.0,6.9,Drama,US
Shadow of the Vampire,2000-05-15,8279017.0,8000000.0,6.6,Drama,US
Annie,1982-06-18,57059003.0,50000000.0,6.2,Comedy,US
Don't Tell Mom the Babysitter's Dead,1991-06-07,25196249.0,10000000.0,5.8,Comedy,US
The Alamo,1960-10-23,7900000.0,12000000.0,6.5,Action,US
At Close Range,1986-04-18,2347000.0,6500000.0,6.7,Crime,US
Save the Last Dance,2001-01-12,91038276.0,13000000.0,6.3,Drama,US
The Pledge,2001-01-09,29400000.0,35000000.0,6.6,Crime,US
Sugar & Spice,2001-01-24,13276953.0,11000000.0,5.7,Crime,US
The Wedding Planner,2001-01-26,94728529.0,35000000.0,5.4,Comedy,US
Barfly,1987-09-02,3221568.0,3000000.0,7.3,Comedy,US
Beverly Hills Cop II,1987-05-18,299965036.0,20000000.0,6.1,Action,US
Beverly Hills Cop,1984-11-29,316360478.0,15000000.0,6.8,Action,US
Can't Buy Me Love,1987-08-14,31623833.0,1800000.0,6.7,Drama,US
Cherry 2000,1987-11-12,14000.0,10000000.0,6.0,Science Fiction,US
Empire of the Sun,1987-12-09,22238696.0,35000000.0,7.3,Drama,US
Ernest Goes to Camp,1987-05-22,23509382.0,3000000.0,5.5,Comedy,US
The Evil Dead,1981-10-15,29400000.0,350000.0,7.3,Horror,US
Ishtar,1987-05-15,14375181.0,55000000.0,4.3,Action,US
Jaws: The Revenge,1987-07-17,51881013.0,23000000.0,3.5,Adventure,US
The Lost Boys,1987-07-31,32222567.0,8500000.0,6.8,Horror,US
Mannequin,1987-02-13,42721196.0,6000000.0,5.5,Fantasy,US
Masters of the Universe,1987-08-07,17336370.0,22000000.0,5.1,Action,US
The Monster Squad,1987-08-14,3769990.0,12000000.0,6.8,Horror,US
Head Over Heels,2001-02-02,10424470.0,14000000.0,5.3,Comedy,US
Hannibal,2001-02-08,351692268.0,87000000.0,6.4,Crime,UK
Saving Silverman,2001-02-09,19351569.0,22000000.0,5.4,Comedy,US
Recess: School's Out,2001-01-27,44460850.0,10000000.0,6.6,Science Fiction,US
Sweet November,2001-02-16,65754228.0,40000000.0,6.4,Drama,US
Monkeybone,2001-02-23,5409517.0,75000000.0,4.2,Adventure,US
3000 Miles to Graceland,2001-02-23,18720175.0,62000000.0,5.8,Action,US
The Greatest Story Ever Told,1965-02-15,15473333.0,20000000.0,6.5,Drama,US
Elmer Gantry,1960-06-19,10400000.0,3000000.0,7.3,Drama,US
Battle Beyond the Stars,1980-09-08,11000000.0,2000000.0,5.9,Science Fiction,US
Double Impact,1991-07-31,30102717.0,15000000.0,5.3,Thriller,US
Harley Davidson and the Marlboro Man,1991-08-23,7434726.0,23000000.0,6.1,Action,US
Mermaids,1990-12-14,35419397.0,31000000.0,6.5,Comedy,US
Manhunter,1986-08-14,8620929.0,15000000.0,6.8,Crime,US
Death on the Nile,1978-10-06,14560084.0,7920000.0,6.7,Mystery,UK
The Longest Yard,1974-08-21,43008075.0,2900000.0,6.4,Crime,US
C.H.U.D.,1984-08-31,3412497.0,1250000.0,5.3,Horror,US
Memento,2000-10-11,39723096.0,9000000.0,8.1,Mystery,US
Spy Kids,2001-03-18,147934180.0,35000000.0,5.5,Action,US
Tomcats,2001-03-30,23430766.0,11000000.0,4.9,Comedy,US
Blow,2001-04-04,83282296.0,53000000.0,7.4,Crime,US
Bridget Jones's Diary,2001-04-13,281929795.0,25000000.0,6.6,Comedy,France
Joe Dirt,2001-04-10,30987695.0,17700000.0,5.5,Mystery,US
Scarface,1983-12-08,65884703.0,25000000.0,8.0,Action,US
The Mummy Returns,2001-04-28,433013274.0,98000000.0,6.0,Adventure,US
Cleopatra,1963-06-12,71000000.0,31115000.0,6.7,Drama,UK
The World According to Garp,1982-08-13,29712172.0,17000000.0,6.9,Comedy,US
For the Boys,1991-11-22,23202444.0,40000000.0,6.5,Music,US
Love Story,1970-12-16,136400000.0,2200000.0,6.6,Drama,US
A Knight's Tale,2001-05-11,117487473.0,65000000.0,6.6,Adventure,US
Angel Eyes,2001-05-15,29700000.0,53000000.0,5.5,Drama,US
Shrek,2001-05-16,484409218.0,60000000.0,7.3,Adventure,US
Pearl Harbor,2001-05-21,449220945.0,140000000.0,6.6,History,US
Postcards from the Edge,1990-09-12,39071603.0,22000000.0,6.3,Comedy,US
City Slickers,1991-06-07,179033791.0,27000000.0,6.2,Action,US
Mississippi Burning,1988-12-08,34604000.0,15000000.0,7.4,Thriller,US
The Magnificent Seven,1960-10-22,4905000.0,2000000.0,7.4,Western,US
Throw Momma from the Train,1987-12-11,57915972.0,14000000.0,6.0,Crime,US
The Sand Pebbles,1966-12-20,20000000.0,12000000.0,7.2,Action,US
The Animal,2001-06-01,84772742.0,22000000.0,4.6,Action,US
Evolution,2001-06-08,98376292.0,80000000.0,5.7,Action,US
Catch-22,1970-06-24,24911670.0,18000000.0,6.7,War,US
Point Break,1991-07-12,83531958.0,24000000.0,6.9,Action,US
Tootsie,1982-12-16,177200000.0,21000000.0,6.9,Comedy,US
Atlantis: The Lost Empire,2001-06-02,186053725.0,120000000.0,6.7,Animation,US
Lara Croft: Tomb Raider,2001-06-11,274703340.0,115000000.0,5.7,Adventure,US
Dr. Dolittle 2,2001-06-22,176104344.0,70000000.0,4.9,Comedy,US
A.I. Artificial Intelligence,2001-06-29,235926552.0,100000000.0,6.8,Drama,US
Baby Boy,2001-06-27,29381649.0,16000000.0,7.3,Crime,US
Crazy/Beautiful,2001-06-29,16929123.0,13000000.0,6.6,Drama,US
Cats & Dogs,2001-07-04,93375151.0,60000000.0,5.0,Comedy,US
Kiss of the Dragon,2001-07-06,64437847.0,25000000.0,6.4,Action,France
The Cannonball Run,1981-06-19,72179579.0,18000000.0,6.2,Comedy,US
Donovan's Reef,1963-06-12,6600000.0,2686000.0,6.0,Adventure,US
House of Usher,1960-06-21,1450000.0,270000.0,6.5,Horror,US
The Man Who Shot Liberty Valance,1962-04-22,8000000.0,3200000.0,7.4,Western,US
Shadows and Fog,1991-12-05,2735731.0,14000000.0,7.0,Thriller,US
The Misfits,1961-01-01,8200000.0,4000000.0,6.8,Drama,US
Moby Dick,1956-06-27,10400000.0,4500000.0,6.9,Adventure,US
The Last Dragon,1985-03-22,25754284.0,10000000.0,6.4,Action,US
Outland,1981-05-22,17374595.0,16000000.0,6.2,Science Fiction,UK
Legally Blonde,2001-07-13,141774679.0,18000000.0,6.2,Comedy,US
Made,2001-07-13,5476060.0,5000000.0,6.3,Action,US
Bad Dreams,1988-04-08,9797098.0,4000000.0,5.3,Horror,US
Biloxi Blues,1988-03-25,51684798.0,20000000.0,6.4,Comedy,US
The Blob,1988-08-05,8247943.0,19000000.0,6.3,Horror,US
Camille Claudel 1915,2013-03-13,115860.0,3512454.0,7.0,Drama,France
Cocktail,1988-07-29,171504781.0,20000000.0,5.7,Drama,US
Colors,1988-04-15,46616067.0,6000000.0,6.6,Action,US
Coming to America,1988-06-28,288752301.0,39000000.0,6.5,Comedy,US
Critters,1986-04-11,13167232.0,2000000.0,5.9,Action,US
Critters 2,1988-04-29,3813293.0,4500000.0,5.0,Comedy,US
Ernest Saves Christmas,1988-11-11,28202109.0,6000000.0,4.9,Comedy,US
Frantic,1988-02-16,17637950.0,20000000.0,6.6,Crime,France
The Great Outdoors,1988-06-17,43455230.0,24000000.0,6.4,Comedy,US
The Lair of the White Worm,1988-09-14,1189315.0,2500000.0,5.8,Comedy,UK
License to Drive,1988-07-06,22433275.0,8000000.0,6.1,Comedy,US
My Stepmother is an Alien,1988-12-09,13854000.0,20000000.0,5.3,Comedy,US
Red Heat,1988-06-17,34994648.0,29000000.0,5.8,Action,US
Return of the Living Dead Part II,1988-01-15,9205924.0,6200000.0,5.8,Comedy,US
The Return of the Living Dead,1985-05-15,14237000.0,4000000.0,7.3,Comedy,US
The Serpent and the Rainbow,1988-02-05,19595031.0,7000000.0,6.2,Horror,US
They Live,1988-11-23,13008928.0,4000000.0,7.1,Action,US
Twins,1988-12-09,216614388.0,15000000.0,5.7,Comedy,US
Always,1989-12-22,74134790.0,31000000.0,6.0,Fantasy,US
American Ninja,1985-08-30,10499694.0,1000000.0,5.5,Action,US
The Big Picture,1989-09-15,117463.0,5000000.0,5.9,Comedy,US
Bill & Ted's Excellent Adventure,1989-02-17,40485039.0,10000000.0,6.7,Adventure,US
Black Rain,1989-09-22,45892212.0,30000000.0,6.2,Action,US
Cyborg,1989-04-07,10166459.0,500000.0,4.9,Action,US
Dad,1989-10-27,19738015.0,19000000.0,5.6,Drama,US
Earth Girls Are Easy,1988-09-08,3916303.0,10000000.0,5.5,Music,UK
Farewell to the King,1989-03-03,2420917.0,16000000.0,5.9,War,US
Harlem Nights,1989-11-17,60864870.0,30000000.0,5.7,Comedy,US
Johnny Handsome,1989-09-12,7237794.0,20000000.0,6.1,Crime,US
K-9,1989-04-28,78247647.0,17000000.0,5.5,Action,US
Kickboxer,1989-04-20,14697005.0,1500000.0,6.3,Action,US
Lock Up,1989-08-04,22099847.0,24000000.0,6.2,Action,US
Look Who's Talking,1989-10-12,296000000.0,7500000.0,5.8,Comedy,US
Major League,1989-02-16,49797148.0,11000000.0,6.7,Comedy,US
Miracle Mile,1989-05-19,1145404.0,3000000.0,7.2,Romance,US
Next of Kin,1989-10-20,15942628.0,12000000.0,5.0,Adventure,US
No Holds Barred,1989-06-02,16093651.0,8000000.0,5.6,Action,US
Jurassic Park III,2001-07-18,368780809.0,93000000.0,5.7,Adventure,US
Planet of the Apes,2001-07-25,362211740.0,100000000.0,5.6,Thriller,US
Wet Hot American Summer,2001-07-27,295206.0,5000000.0,6.4,Comedy,US
Road House,1989-05-19,30050028.0,15000000.0,6.3,Action,US
Sea of Love,1989-09-15,110879513.0,19000000.0,6.7,Drama,US
"See No Evil, Hear No Evil",1989-05-12,46908987.0,18000000.0,6.4,Crime,US
Shocker,1989-10-27,16554699.0,5000000.0,5.5,Thriller,US
Tango & Cash,1989-12-22,63408614.0,55000000.0,6.1,Action,US
Three Fugitives,1989-01-27,40590000.0,15000000.0,6.0,Comedy,US
Uncle Buck,1989-08-16,79258538.0,15000000.0,6.6,Comedy,US
Vampire's Kiss,1988-09-17,725131.0,2000000.0,6.0,Comedy,US
The Wizard,1989-12-15,14278900.0,6000000.0,6.1,Adventure,US
The Cotton Club,1984-12-14,25928721.0,58000000.0,6.5,Music,US
Original Sin,2001-08-03,35402320.0,42000000.0,5.8,Thriller,France
The Princess Diaries,2001-08-03,165335153.0,37000000.0,6.5,Comedy,US
Rush Hour 2,2001-08-03,347325802.0,90000000.0,6.4,Action,US
Paint Your Wagon,1969-10-15,31678778.0,20000000.0,6.3,Drama,US
Altered States,1980-12-25,19853892.0,15000000.0,6.7,Mystery,US
American Pie 2,2001-08-10,287553595.0,30000000.0,6.0,Comedy,US
Osmosis Jones,2001-08-07,13596911.0,75000000.0,6.0,Adventure,US
American Outlaws,2001-08-17,13678913.0,35000000.0,5.7,Action,US
Session 9,2001-08-10,373967.0,1500000.0,6.2,Horror,US
Captain Corelli's Mandolin,2001-08-17,62112895.0,57000000.0,5.6,Drama,UK
Jay and Silent Bob Strike Back,2001-08-22,33788161.0,22000000.0,6.4,Comedy,US
Ghosts of Mars,2001-08-24,14010832.0,28000000.0,4.8,Action,US
Summer Catch,2001-08-22,19693891.0,34000000.0,4.8,Drama,US
Vamp,1986-07-18,4790926.0,1900000.0,5.9,Comedy,US
The Musketeer,2001-09-07,27053815.0,40000000.0,5.2,Action,UK
Rock Star,2001-09-04,16991902.0,57000000.0,6.0,Music,US
The Glass House,2001-09-14,23619609.0,30000000.0,5.4,Drama,US
Big Trouble,2002-04-05,8493890.0,40000000.0,6.3,Action,US
Glitter,2001-09-21,5271666.0,22000000.0,3.4,Drama,US
