list,yr_built,yr_renovated,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade
20141211,1981,0,490000.0,3,2.0,2070,10023,1.0,0,0,3,8
20140508,2004,0,325900.0,4,2.5,2320,6270,2.0,0,0,3,8
20140905,1997,0,215000.0,4,2.5,1700,6675,2.0,0,0,3,7
20150408,1997,0,315000.0,4,2.5,1700,6675,2.0,0,0,3,7
20140717,1984,0,205000.0,3,1.75,1290,7210,1.0,0,0,3,7
20150113,1998,0,441000.0,3,2.5,2740,7923,2.0,0,0,3,9
20140515,1991,0,316500.0,4,2.5,2150,6807,2.0,0,0,4,8
20150427,1983,0,1052000.0,3,2.25,2880,6092,2.0,0,4,4,8
20150412,1975,0,925000.0,4,2.25,2590,13894,2.0,0,0,4,9
20140519,2005,0,241000.0,2,2.0,1470,3128,2.0,0,0,3,6
20141201,1972,1987,599000.0,4,2.0,3410,15143,2.0,0,0,4,8
20141024,2001,0,330000.0,4,2.5,1820,3905,2.0,0,0,3,7
20150310,1995,0,620000.0,5,2.5,3070,34991,2.0,0,0,3,9
20140806,1988,0,435000.0,3,2.0,1610,6911,1.0,0,0,3,7
20140516,2006,0,725000.0,5,2.75,2830,5310,2.0,0,0,3,9
20141105,1982,0,300000.0,3,1.0,970,12300,1.0,0,0,3,7
20141111,1989,0,252000.0,3,2.5,1680,8284,2.0,0,0,3,7
20141005,1974,0,464625.0,4,2.75,2040,8996,1.0,0,0,4,8
20150513,2003,0,495000.0,4,3.5,2490,18042,2.0,0,0,3,8
20150421,2002,0,925000.0,4,2.5,3350,4501,2.0,0,0,3,9
20141211,2006,0,587000.0,4,2.75,3190,8737,2.0,0,0,3,9
20140930,1980,0,176000.0,2,1.0,920,2332,1.0,0,0,4,8
20140605,1988,0,499500.0,3,2.5,2520,53143,1.5,0,0,3,7
20140911,1974,0,600000.0,5,3.5,3150,10542,1.0,0,0,5,9
20140814,2003,0,294000.0,4,2.5,2040,7800,2.0,0,0,3,7
20140515,1996,0,390000.0,3,2.5,2240,10800,2.0,0,0,3,8
20150109,1971,0,700000.0,4,2.5,3270,9650,1.0,0,3,4,9
20150420,2006,0,635000.0,5,2.75,3110,6621,2.0,0,0,3,9
20140804,1983,0,500000.0,3,1.75,1570,8530,1.0,0,0,4,7
20141114,2001,0,575000.0,3,2.5,1870,3485,2.0,0,0,3,8
20140612,1987,0,822000.0,4,2.5,2683,40386,2.0,0,0,4,9
20150330,1999,0,487600.0,4,2.5,2340,12080,2.0,0,0,3,8
20140911,2014,0,680000.0,2,2.0,1450,989,3.0,0,0,3,9
20140910,2004,0,419000.0,3,2.5,3310,21096,2.0,0,2,3,9
20141120,2000,0,2385000.0,4,4.0,6330,13296,2.0,0,2,3,13
20141120,1983,0,230000.0,2,2.0,1260,10200,1.0,0,0,3,7
20140916,2002,0,321000.0,4,2.5,2430,5366,2.0,0,0,3,8
20141027,1980,0,2196000.0,4,3.25,4250,18000,2.0,0,3,5,10
20140624,2004,0,751000.0,4,3.25,3090,9571,2.0,0,0,3,9
20140523,1987,0,675000.0,4,2.5,2560,36601,2.0,0,0,4,9
20140925,1988,0,730000.0,3,3.0,3460,13129,2.0,0,0,3,9
20150102,2005,0,762500.0,5,3.5,3290,5880,2.0,0,0,3,9
20140826,2002,0,650000.0,3,2.5,2790,6720,2.0,0,0,3,8
20150225,1992,0,525000.0,4,2.5,2740,12106,1.0,0,0,3,8
20150413,1988,0,781000.0,4,2.5,2590,8571,2.0,0,0,3,9
20150428,2004,0,827000.0,3,2.5,1850,1330,2.5,0,0,3,9
20150224,2004,0,671300.0,4,2.5,3280,5232,2.0,0,0,3,7
20140711,2002,0,329950.0,4,2.5,1920,4600,2.0,0,0,3,7
20140805,1979,0,445000.0,4,3.25,1960,7200,2.0,0,0,3,7
20140819,1979,0,237000.0,3,1.75,2000,12208,1.0,0,0,3,7
20141210,2006,0,438900.0,4,2.5,2740,5700,2.0,0,0,3,9
20141017,2005,0,600000.0,4,2.5,2310,3866,2.0,0,0,3,8
20150120,2002,0,670000.0,4,2.5,2095,4569,2.0,0,0,3,9
20150504,2004,0,519000.0,2,2.0,1560,4823,1.0,0,0,3,8
20150311,1984,0,320000.0,3,2.25,1880,7350,1.0,0,0,3,8
20140522,2005,0,270000.0,2,1.5,840,867,2.0,0,0,3,7
20140602,1998,0,1000000.0,3,2.5,2730,5832,2.0,0,0,3,9
20140616,2004,0,792500.0,4,2.5,4290,175421,2.0,0,0,3,10
20150220,1978,0,540000.0,3,2.5,1950,13227,2.0,0,0,4,9
20150506,2003,0,533000.0,4,2.5,2830,6536,2.0,0,0,3,8
20141222,1977,0,239000.0,4,1.75,1500,12560,1.0,0,0,4,7
20150306,2000,0,713900.0,3,2.5,3370,167706,1.0,0,0,3,10
20141028,1999,0,427500.0,4,2.5,3160,8726,2.0,0,0,3,9
20140708,1991,0,1150000.0,3,2.5,3830,48743,2.0,0,0,3,11
20140528,2006,0,555000.0,3,2.5,3160,4270,2.0,0,0,3,8
20141230,1996,0,495000.0,3,2.25,2100,3000,2.0,0,0,3,7
20150512,1983,0,464950.0,4,2.25,2350,36116,1.0,0,0,4,9
20150327,1998,0,320000.0,4,2.5,1940,7040,2.0,0,0,3,8
20150129,2009,0,440000.0,1,1.0,1160,64469,1.0,0,0,3,7
20141201,1976,0,555000.0,4,1.75,2260,11000,1.0,0,0,3,8
20140617,1982,0,247200.0,3,1.75,1370,8719,1.0,0,0,3,7
20140822,1984,0,250000.0,3,2.25,1960,7414,1.0,0,0,3,7
20150218,2004,0,310000.0,2,2.5,1090,923,2.0,0,0,3,7
20150310,1976,0,704111.0,4,2.75,2460,9520,1.0,0,1,3,8
20141121,1995,0,289200.0,3,2.25,1760,7023,2.0,0,0,3,7
20150401,2007,0,1445000.0,4,3.5,3470,8580,2.0,0,0,3,11
20140625,1973,0,589950.0,5,3.0,2790,19439,1.0,0,3,5,7
20140819,2007,0,309950.0,2,2.25,1460,1607,2.0,0,0,3,8
20140911,1998,0,775000.0,3,2.5,2620,241200,1.5,0,0,4,9
20140722,2005,0,350000.0,3,2.5,2100,3574,2.0,0,0,3,7
20140717,1987,0,795000.0,4,2.5,3160,16564,2.0,0,0,3,10
20150223,2001,0,325000.0,3,2.5,1570,3143,2.0,0,0,3,7
20150317,1986,0,780000.0,3,2.5,2110,9773,1.0,0,0,3,9
20140527,2003,0,260000.0,3,2.0,1630,8018,1.0,0,0,3,7
20150420,1990,0,273000.0,2,2.0,1384,1822,2.0,0,0,3,7
20150402,1997,0,639900.0,4,2.5,3380,75794,2.0,0,0,3,10
20140826,2001,0,420000.0,4,2.5,2480,8626,2.0,0,0,3,10
20140817,1991,0,610000.0,3,2.5,3440,18167,2.0,0,0,3,11
20140807,1987,0,375000.0,3,2.5,2320,5760,1.0,0,0,3,7
20150428,2004,0,742500.0,4,2.5,2620,4400,2.0,0,0,3,9
20150501,1975,0,216600.0,3,1.75,2200,7700,1.0,0,0,3,7
20141003,1986,0,390000.0,4,2.25,2680,35218,2.0,0,0,3,8
20140916,1982,0,450000.0,3,1.75,1850,8667,1.0,0,0,4,7
20140513,1987,0,287000.0,3,2.25,1490,9600,1.0,0,0,4,7
20150113,1971,0,460000.0,4,2.0,1960,190357,1.0,0,3,2,8
20141028,2009,0,435000.0,3,2.25,1380,3015,2.0,0,0,3,7
20140703,1977,0,340000.0,8,2.75,2790,6695,1.0,0,0,3,7
20150107,1972,0,354000.0,3,1.75,1340,6300,1.0,0,0,3,7
20140801,1999,0,670000.0,4,2.5,2570,9086,2.0,0,0,3,9
20150126,2005,0,769000.0,4,3.5,3010,6202,2.0,0,0,3,9
20141201,1977,0,300000.0,3,1.75,1810,21138,1.0,0,0,4,7
20140718,1990,0,639000.0,4,2.5,2500,8540,2.0,0,0,3,9
20150401,1992,0,740000.0,4,2.5,3030,8335,2.0,0,0,3,10
20150417,1990,0,499922.0,3,2.0,1460,3000,1.0,0,0,4,7
20141219,1986,0,675000.0,4,2.5,2940,14071,2.0,0,0,3,9
20140909,2014,0,738515.0,5,2.75,3360,9200,2.0,0,0,3,9
20140812,1975,0,350000.0,4,2.5,2260,13755,1.0,0,0,4,9
20140801,1977,0,594950.0,4,2.25,2380,35008,1.0,0,0,3,8
20150514,2004,0,1695000.0,5,3.0,3320,5354,2.0,0,0,3,9
20141010,1984,0,219000.0,2,1.0,1050,9000,1.5,0,0,4,7
20150409,2004,0,450000.0,4,2.5,2070,3982,2.0,0,0,3,7
20150415,1992,0,402000.0,4,2.25,1790,7311,2.0,0,0,3,7
20140507,1994,0,560000.0,3,3.0,4120,60392,2.0,0,2,3,9
20140819,1999,0,792000.0,4,2.75,3100,10245,2.0,0,0,3,10
20141113,1999,0,435000.0,3,2.5,3380,7074,2.0,0,0,3,8
20150325,1977,0,313100.0,4,2.5,2660,9030,1.0,0,0,4,7
20150202,1972,0,510000.0,4,2.5,1840,7800,1.0,0,2,3,8
20150113,1991,0,215000.0,3,2.0,1280,6994,1.0,0,0,3,7
20150511,1979,0,640000.0,4,2.5,4090,215186,2.0,0,0,4,8
20140819,1973,0,253000.0,4,2.0,1910,7826,1.0,0,0,4,7
20140530,1994,0,650000.0,2,2.5,1740,2500,2.0,0,2,3,8
20150305,1981,0,292000.0,3,2.25,1780,9720,1.0,0,0,3,8
20140604,1992,0,289950.0,3,2.0,1670,7757,1.0,0,0,3,8
20141104,1971,0,380000.0,3,2.5,1840,6985,1.0,0,0,3,7
20141222,2010,0,360000.0,3,1.75,1255,1113,3.0,0,0,3,8
20140623,1976,0,269500.0,3,1.75,1840,7412,1.0,0,0,4,7
20140630,2005,0,449000.0,4,2.5,2960,6031,2.0,0,0,3,9
20140619,2002,0,2200000.0,5,4.75,5990,10450,2.0,1,4,3,11
20140519,1988,0,810000.0,4,2.5,3480,59242,2.0,0,0,3,11
20140918,2005,0,994000.0,5,3.25,4260,7861,2.0,0,0,3,10
20150225,1979,0,275000.0,5,2.25,1820,10500,1.0,0,0,4,7
20150429,2008,0,300000.0,2,1.0,1290,2482,2.0,0,0,3,7
20150414,2013,0,380000.0,5,2.5,2130,8428,2.0,0,0,3,7
20140902,2009,0,635000.0,3,3.5,1730,1349,3.0,0,0,3,9
20140625,2002,0,574000.0,3,2.5,2380,6832,2.0,0,0,3,8
20140508,1988,0,545000.0,3,2.25,1780,191228,2.0,0,2,3,8
20140819,1984,0,400000.0,2,1.0,1180,10800,1.0,0,0,3,7
20140910,1998,0,334000.0,4,2.5,2310,6200,2.0,0,0,3,8
20141222,1972,0,332500.0,4,2.0,1440,4855,2.0,0,0,4,7
20140923,2007,0,525000.0,2,1.5,1620,1444,2.0,0,0,3,9
20150224,1991,0,408000.0,3,2.5,2620,8403,2.0,0,0,3,8
20150427,2003,0,846450.0,4,2.5,3710,7491,2.0,0,0,3,9
20140709,1999,0,409124.0,5,3.25,3320,11340,2.0,0,0,4,8
20140721,1999,0,668000.0,4,2.5,2670,4410,2.0,0,0,3,8
20150427,2010,0,750000.0,4,2.5,2930,8641,2.0,0,0,3,8
20140531,1987,0,538888.0,5,2.75,2080,13189,2.0,0,0,3,8
20140908,1991,0,359000.0,4,1.75,1680,9244,2.0,0,0,3,8
20140701,2001,0,300000.0,3,2.25,1660,5128,2.0,0,0,3,7
20140917,1989,0,273000.0,3,2.5,1650,5994,2.0,0,0,4,7
20140710,2003,0,670000.0,3,2.5,1420,1438,2.0,0,0,3,9
20141118,1984,0,530000.0,4,2.25,2240,8376,1.0,0,0,3,8
20140819,1990,0,533000.0,3,2.5,2060,4812,2.0,0,0,3,8
20141211,1991,0,549950.0,4,3.5,3090,10510,1.0,0,0,3,8
20150506,2001,0,353500.0,3,2.5,2020,4845,2.0,0,0,3,7
20140915,1976,0,435000.0,2,1.75,1910,12142,1.0,0,0,3,9
20150114,1973,0,760000.0,3,2.5,2280,12746,1.0,0,0,4,8
20141222,1977,0,499000.0,3,2.5,1720,5940,1.0,0,0,4,8
20140714,1984,0,1202500.0,3,2.5,3430,28718,1.5,0,0,3,10
20140627,2005,0,320000.0,4,2.5,2570,4865,2.0,0,0,3,8
20150505,2000,0,890000.0,4,3.25,4360,210254,1.0,0,0,3,10
20140822,1978,0,275000.0,4,2.75,2060,7350,1.0,0,0,3,7
20140610,1994,0,490000.0,4,2.5,3020,8302,2.0,0,0,4,10
20150317,1994,0,236000.0,3,1.75,1090,7647,1.0,0,0,3,7
20150304,1975,0,265953.0,3,1.75,1470,13068,1.0,0,0,4,7
20150302,1974,0,545000.0,3,2.25,1670,6240,1.0,0,0,4,8
20140506,1991,0,535000.0,3,2.5,1850,10109,2.0,0,0,3,8
20140630,2003,0,490000.0,4,3.0,2330,3497,2.0,0,0,3,9
20140714,1988,0,950000.0,3,3.25,3330,15093,2.5,0,0,3,9
20140909,2003,0,760000.0,4,2.5,2990,5280,2.0,0,0,3,9
20140502,1997,0,367500.0,4,3.0,3110,7231,2.0,0,0,3,8
20140804,2001,0,580000.0,4,2.5,2150,5000,2.0,0,0,3,8
20140602,1987,0,665000.0,4,2.5,2720,10000,2.0,0,0,3,10
20141105,1979,0,239950.0,3,2.25,1560,8280,2.0,0,0,4,7
20140813,1998,0,470000.0,4,2.5,1990,30083,2.0,0,0,3,8
20140611,1999,0,295000.0,5,3.5,2100,5107,2.0,0,0,3,7
20141016,1976,0,355000.0,5,2.5,2344,8000,1.0,0,0,4,8
20141112,1982,0,376000.0,3,2.25,1470,9140,2.0,0,2,3,7
20140527,1983,0,325000.0,3,1.75,1780,13095,1.0,0,0,4,9
20140811,2002,0,415000.0,4,2.5,2230,5743,2.0,0,0,3,7
20150402,1981,0,935000.0,3,2.5,3570,15151,1.0,0,0,4,8
20150116,1990,0,372000.0,3,2.5,1920,15260,2.0,0,0,3,7
20140915,1980,0,334950.0,3,1.75,1880,16262,1.0,0,0,5,7
20150430,2005,0,426500.0,4,2.5,2960,4640,2.0,0,0,3,9
20140602,2003,0,1965220.0,4,3.5,4370,8510,2.0,0,1,3,10
20140604,1986,0,400000.0,3,1.75,1530,10731,1.0,0,0,3,7
20141211,2005,0,755000.0,3,2.5,2000,1950,3.0,0,0,3,8
20140716,1976,0,480000.0,4,2.5,3620,16000,2.0,0,0,3,9
20150416,1995,0,490000.0,3,2.5,2040,9622,2.0,0,0,3,8
20140618,1991,0,365000.0,3,2.5,2640,6715,2.0,0,0,3,8
20150224,2005,0,260000.0,3,2.5,1600,2244,2.0,0,0,3,7
20140724,1993,0,905000.0,4,2.5,3520,12193,2.0,0,0,4,10
20141203,1977,0,440000.0,3,2.0,1650,6408,2.0,0,0,4,8
20150429,1998,0,306500.0,3,2.5,1970,6291,2.0,0,0,4,7
20141019,2003,0,380000.0,3,2.0,1470,1656,2.0,0,0,3,8
20150327,1995,0,1450000.0,4,3.5,2820,7809,2.0,0,0,3,10
20140623,1973,0,494000.0,4,2.5,1830,7345,1.0,0,0,4,8
20150303,1977,0,670000.0,4,2.5,2110,7291,2.0,0,0,4,7
20140820,2004,0,650000.0,3,2.5,3060,7831,2.0,0,2,3,9
20150320,1983,0,852000.0,4,2.5,2620,7328,2.0,0,0,3,8
20140617,1983,0,250000.0,2,1.5,1088,1360,2.0,0,0,3,7
20150311,1998,0,384000.0,3,2.5,1540,1564,2.0,0,0,3,7
20141201,1971,0,320000.0,4,1.75,1730,9520,1.0,0,0,4,7
20140630,1977,0,445800.0,4,2.25,2070,39446,1.0,0,0,3,8
20141001,1990,0,386000.0,5,2.5,2740,12413,2.0,0,0,3,7
20141209,1996,0,251100.0,4,2.5,1790,5257,2.0,0,0,3,7
20141126,1978,0,435000.0,3,1.75,1750,16748,1.0,0,0,3,7
20140922,2000,0,870000.0,4,4.0,3610,12811,2.0,0,0,3,10
20141203,2004,0,675000.0,4,2.5,2920,6000,2.0,0,4,3,9
20141226,1976,0,605000.0,4,2.25,2260,11900,2.0,0,0,3,9
20140619,2005,0,437000.0,2,1.75,1440,4225,1.0,0,0,3,8
20140723,1989,0,379500.0,3,2.25,1830,25641,2.0,0,0,3,8
20140924,2012,0,600000.0,5,4.5,4440,9784,2.0,0,0,3,10
20150330,1992,0,1436000.0,4,3.5,4970,16582,2.0,0,3,4,11
20141218,2007,0,303000.0,2,1.5,1000,1075,2.0,0,0,3,7
20140626,1972,0,225500.0,2,1.75,1590,11276,1.0,0,0,4,7
20140711,1991,0,315000.0,3,1.75,1660,37642,1.0,0,0,4,7
20150304,1993,0,529000.0,3,2.5,1880,4499,2.0,0,0,3,8
20141029,1993,0,481500.0,3,2.25,1840,10500,2.0,0,0,3,7
20150327,1987,0,211000.0,3,2.0,1060,7412,1.0,0,0,3,7
20150410,1973,0,455000.0,3,2.25,1790,7500,1.0,0,0,3,7
20140918,2003,0,722500.0,4,3.5,2600,5100,2.0,0,0,3,8
20140730,1973,0,795000.0,4,2.5,3230,19193,1.0,0,3,4,8
20150507,1971,0,327500.0,4,2.25,2240,9600,2.0,0,0,3,8
20150323,2006,0,585000.0,4,3.0,3400,5100,2.0,0,0,3,9
20141024,2001,0,645000.0,4,2.5,2780,4200,2.0,0,0,3,8
20140502,1987,0,257950.0,3,1.75,1370,5858,1.0,0,0,3,7
20140709,1994,0,245000.0,3,2.5,1610,7223,2.0,0,0,3,7
20140811,1990,0,725000.0,3,2.5,3410,41022,2.0,0,0,3,11
20150304,2005,0,702000.0,4,2.5,2810,4922,2.0,0,0,3,9
20150507,1989,0,284000.0,3,2.25,1580,7034,1.0,0,0,4,7
20150406,1993,0,625000.0,3,2.5,2750,35000,2.0,0,0,3,9
20140710,1978,0,152000.0,3,1.0,920,4875,1.0,0,0,4,7
20150513,1981,0,165000.0,3,1.0,1380,7334,1.0,0,0,3,7
20140610,1990,0,278500.0,4,2.5,1940,6206,2.0,0,0,3,7
20150313,1973,0,517500.0,3,1.75,1810,10625,1.0,0,0,3,8
20141105,1977,0,286285.0,4,2.25,1980,9714,1.0,0,0,3,7
20150129,1993,0,286000.0,4,2.5,2060,16000,2.0,0,0,3,6
20140808,1980,0,900000.0,3,3.25,2620,7215,1.0,0,0,4,8
20140820,1985,0,449950.0,3,2.25,1610,5159,2.0,0,0,3,7
20150415,1994,0,785000.0,4,2.5,3440,56192,2.0,0,0,3,9
20150309,1976,0,998160.0,2,2.5,3010,16050,1.0,0,3,4,9
20141210,1979,0,377000.0,3,1.75,1680,7389,1.0,0,0,3,8
20140826,1984,0,595000.0,3,2.0,1530,6773,1.0,0,0,4,8
20150323,1979,0,188000.0,3,1.75,1660,7350,1.0,0,0,2,8
20140912,1994,0,755000.0,3,2.5,3680,203860,1.5,0,0,3,9
20141009,2005,0,817500.0,5,3.5,3600,9312,2.0,0,3,3,10
20140922,2002,0,550000.0,3,2.25,1700,1481,3.0,0,0,3,8
20150505,1978,0,260000.0,3,1.75,1680,8725,1.0,0,0,3,8
20140626,1999,0,320000.0,3,2.0,1550,34175,1.5,0,0,3,7
20140916,1999,0,1153000.0,3,3.25,3780,10623,1.0,0,1,3,11
20150420,1985,0,362000.0,4,2.5,2360,7370,1.0,0,0,3,7
20150423,1997,0,503500.0,3,2.5,1810,1750,2.0,0,0,3,7
20140602,2006,0,653000.0,3,2.5,2290,3475,2.0,0,0,3,9
20140604,1991,0,760000.0,4,2.75,3370,12447,2.0,0,0,3,10
20140709,1985,0,525000.0,4,2.75,2910,6308,1.0,0,0,3,8
20150324,1976,0,442500.0,4,2.25,2490,8700,1.0,0,0,3,7
20140815,1990,0,710000.0,3,2.75,2930,218235,2.0,0,2,3,8
20141114,1991,0,545000.0,4,3.0,3160,10948,1.0,0,3,3,8
20150422,1980,0,245000.0,3,2.25,1700,8100,1.0,0,0,3,7
20140506,2003,0,284000.0,4,2.5,2000,5390,2.0,0,0,3,7
20150414,2000,0,865000.0,4,2.5,3560,13981,2.0,0,0,3,10
20150318,1985,0,355000.0,4,2.5,2130,9268,2.0,0,0,4,8
20150430,1990,0,274950.0,3,2.25,1570,8767,1.0,0,0,3,7
20141205,1998,0,1925000.0,3,4.5,3950,6134,2.0,0,3,3,11
20141231,1989,0,755000.0,3,3.25,3450,15586,2.0,0,0,3,11
20150209,2000,0,1940000.0,4,5.75,7220,223462,2.0,0,4,3,12
20140616,1979,0,309212.0,3,1.75,1150,9600,1.0,0,0,3,7
20140604,1984,0,219950.0,3,2.25,1500,7615,1.0,0,0,3,7
20150325,1994,0,557500.0,3,2.0,2510,35255,1.0,0,2,3,9
20150422,1977,0,305000.0,4,2.75,2030,8600,1.0,0,0,4,7
20141226,1990,0,535000.0,3,2.5,2110,8164,2.0,0,0,3,9
20140718,1994,0,255000.0,3,2.0,1590,8670,1.0,0,0,3,7
20141120,1976,0,560000.0,4,2.0,2720,8819,2.0,0,3,3,8
20150130,1998,0,1339000.0,4,3.5,2980,6349,2.0,0,3,3,9
20141204,1977,0,199500.0,3,1.75,1160,5200,1.0,0,0,4,7
20141223,2004,0,760000.0,4,2.5,3580,97574,2.0,0,0,3,9
20150330,1994,0,439000.0,3,2.25,3020,6000,3.0,0,2,3,8
20150204,1988,0,254000.0,3,2.25,1660,8188,2.0,0,0,4,7
20141121,1979,0,585000.0,5,2.25,2480,12614,1.0,0,0,4,8
20140625,2005,0,565000.0,2,1.75,1670,4008,1.0,0,0,3,9
20140522,1986,0,330000.0,5,2.25,2000,7900,1.0,0,0,4,7
20150511,1992,0,870000.0,3,2.0,2320,65340,1.5,0,0,3,9
20141106,1977,0,500000.0,3,2.5,2110,208737,2.0,0,3,3,9
20140515,1979,0,225000.0,3,2.0,1400,7384,1.0,0,0,3,7
20150325,1979,0,295000.0,3,2.0,1400,7384,1.0,0,0,3,7
20140626,1976,0,775000.0,3,2.75,2850,14800,1.0,0,0,4,9
20140717,1981,0,280000.0,3,1.0,1370,11050,1.0,0,0,3,7
20150507,1997,0,598200.0,5,3.75,2980,4635,3.0,0,0,3,8
20141121,2004,0,544900.0,3,2.5,1990,4936,2.0,0,0,3,8
20141216,2001,0,557500.0,4,2.5,2390,38258,2.0,0,0,3,8
20140811,1979,0,532500.0,3,2.5,2160,7500,1.0,0,1,3,7
20140609,1985,0,1350000.0,4,3.25,3300,15907,2.0,0,0,5,10
20141119,1983,0,530000.0,3,2.5,2030,10958,2.0,0,0,3,8
20140717,2003,0,346100.0,3,2.5,1400,2036,2.0,0,0,3,7
20140810,1977,0,260000.0,4,2.25,2320,16800,2.0,0,0,4,9
20140908,1983,0,615000.0,3,2.0,1860,42800,1.0,0,0,4,7
20140724,1994,0,318400.0,4,2.5,1820,6916,2.0,0,0,3,7
20150303,1993,0,498500.0,4,2.5,1910,7172,2.0,0,0,3,8
20150408,1971,0,450000.0,3,1.75,1540,7490,1.0,0,0,5,7
20150327,1988,0,200000.0,3,2.0,1430,7905,1.0,0,0,4,7
20150218,1986,0,475000.0,3,2.5,1920,4534,2.0,0,0,3,8
20141030,1986,0,1337500.0,4,2.5,2900,21074,2.0,0,0,3,11
20140724,1979,0,573000.0,4,2.25,2150,9520,2.0,0,0,4,8
20150327,2001,0,330000.0,3,2.5,1660,2890,2.0,0,0,3,7
20150406,2007,0,745000.0,2,2.5,2170,7546,1.0,0,0,3,8
20150304,1991,0,280000.0,3,2.0,1280,7633,1.0,0,0,3,7
20150430,1974,0,535000.0,4,2.5,2240,6920,1.0,0,0,5,8
20140811,2005,0,538900.0,5,3.0,3040,6604,2.0,0,0,3,9
20150209,2006,0,366000.0,3,2.5,2370,4375,2.0,0,0,3,8
20140819,2003,0,303000.0,4,2.5,2100,6783,2.0,0,0,3,8
20140522,2007,0,432000.0,3,2.25,1470,1578,2.0,0,0,3,8
20150130,1983,0,536000.0,3,1.75,1530,8503,1.0,0,0,4,7
20150430,2006,0,1349000.0,4,3.5,4740,8611,2.0,0,3,3,11
20140515,1980,0,550000.0,3,2.25,1980,40887,1.0,0,0,4,8
20141202,1976,0,260000.0,3,1.75,1710,6400,1.0,0,0,4,7
20150424,2006,0,284900.0,2,1.5,1160,982,2.0,0,0,3,7
20141029,2002,0,740000.0,3,2.5,2200,3000,2.0,0,0,3,9
20140729,1986,0,267500.0,3,1.75,1650,7807,1.0,0,0,3,7
20150427,1989,0,1250000.0,4,3.0,3310,217800,1.5,0,0,3,9
20140916,1985,0,460000.0,3,2.0,1860,7232,1.0,0,0,3,7
20150120,1994,0,445000.0,3,2.5,2250,9608,2.0,0,0,3,8
20140924,2004,0,715000.0,3,2.5,2890,7027,2.0,0,0,3,8
20140715,2009,0,370000.0,4,2.5,2130,4750,2.0,0,0,3,8
20141229,1988,0,1035000.0,4,2.5,3170,47502,2.0,0,0,3,10
20140529,1993,0,600000.0,3,1.75,2930,19876,1.0,0,0,3,9
20140805,1981,0,354000.0,3,1.5,1060,5750,1.0,0,2,4,7
20140617,1978,0,204950.0,4,1.75,1740,9344,1.0,0,0,3,7
20150422,2005,0,675000.0,4,2.5,2990,5400,2.0,0,0,3,8
20150422,1986,0,995000.0,4,3.25,3530,20012,2.0,0,0,3,11
20140909,1996,0,472500.0,3,2.5,1650,3711,2.0,0,0,3,8
20150303,2006,0,545000.0,4,3.25,4386,12275,1.0,0,0,3,10
20141028,1983,0,299950.0,2,1.75,1460,10506,1.0,0,0,3,7
20150223,2001,0,829900.0,4,3.5,3840,4000,2.0,0,0,3,8
20150330,2007,0,340000.0,4,2.5,2090,4200,2.0,0,0,3,7
20141008,1975,0,515000.0,4,2.25,2470,7800,1.0,0,0,3,8
20140711,1992,0,601000.0,4,2.5,2090,6906,2.0,0,0,4,8
20150504,1994,0,470000.0,3,2.5,2070,8581,2.0,0,0,3,8
20141119,1980,0,550000.0,3,1.75,1880,45738,1.0,0,0,4,8
20141214,1995,0,242550.0,4,2.5,2060,7720,2.0,0,0,3,8
20140924,1996,0,359000.0,4,3.5,2770,8763,2.0,0,0,3,8
20150311,1984,0,204900.0,3,2.0,1390,8245,1.0,0,0,2,7
20141021,1985,0,187000.0,3,1.5,1280,4452,2.0,0,0,3,6
20150102,2001,0,782000.0,4,3.5,3780,7769,2.0,0,0,3,9
20141103,1999,0,612000.0,4,2.5,2670,5974,2.0,0,0,3,8
20140603,1980,0,941500.0,5,3.5,3490,9680,2.0,0,4,3,9
20150109,2004,0,313000.0,2,1.5,870,747,2.0,0,0,3,8
20150319,1977,0,471000.0,3,1.75,1640,10123,1.0,0,0,3,8
20140723,1976,0,530000.0,4,2.5,2370,9601,1.0,0,0,3,8
20140507,1991,0,415000.0,4,3.0,1830,9548,2.0,0,0,3,7
20140621,1986,0,639500.0,4,2.25,2330,8994,2.0,0,0,3,8
20140611,1976,0,580379.0,4,2.75,2240,27820,1.5,0,0,4,8
20141119,2009,0,378000.0,2,2.5,1700,2513,2.0,0,0,3,8
20150123,1998,0,400000.0,4,3.0,2320,13068,2.0,0,2,3,8
20150206,1997,0,750000.0,4,2.5,2540,6491,2.0,0,0,3,8
20140909,2002,0,350000.0,3,2.75,2370,4632,2.0,0,0,3,7
20140729,1977,0,168000.0,3,1.0,1200,7210,1.0,0,0,4,6
20150428,1975,0,580000.0,3,2.75,2660,32757,1.0,0,0,4,8
20140623,1977,0,442500.0,3,1.75,1600,10280,1.0,0,0,3,7
20150317,2004,0,515000.0,2,2.5,1330,1249,3.0,0,0,3,8
20140610,1996,0,659000.0,3,2.5,2510,6320,2.0,0,0,3,9
20140502,1983,0,275000.0,3,1.5,1180,10277,1.0,0,0,3,6
20140820,2002,0,525000.0,4,2.5,2840,4750,2.0,0,0,3,9
20141009,1985,0,424000.0,3,2.5,1820,7500,2.0,0,0,3,8
20141103,1991,0,1515000.0,4,4.0,4500,11795,2.0,0,0,3,12
20140817,1991,0,710000.0,3,2.5,2830,9680,2.0,0,0,3,10
20140919,1973,0,535100.0,3,2.25,2070,7207,1.0,0,0,3,8
