age,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
60,married,tertiary,no,553,yes,no,343,1,210,3,success,no
56,married,secondary,no,659,yes,no,148,1,188,3,failure,no
37,single,secondary,no,174,yes,no,134,1,271,2,failure,no
53,married,secondary,no,478,yes,no,66,1,264,2,failure,no
45,married,secondary,no,-75,yes,no,134,1,252,1,failure,no
48,married,secondary,no,51,yes,yes,90,1,262,1,failure,no
47,single,secondary,no,15,no,no,71,1,266,4,failure,no
53,married,primary,no,798,yes,no,45,1,217,2,failure,no
54,married,secondary,no,534,yes,no,165,1,188,4,failure,no
38,single,secondary,no,-196,yes,no,60,1,271,1,failure,no
54,married,secondary,no,719,yes,no,242,1,264,1,failure,no
31,married,secondary,no,442,yes,no,69,1,270,2,failure,no
42,single,tertiary,no,336,yes,no,142,6,195,3,failure,no
38,married,secondary,no,8876,no,no,280,1,75,1,failure,no
31,single,tertiary,no,5,no,yes,75,1,206,1,failure,no
26,single,tertiary,no,0,no,yes,145,1,199,1,failure,no
37,married,secondary,no,10,no,yes,164,1,250,2,failure,no
38,married,secondary,no,290,yes,no,123,1,258,1,failure,no
55,married,primary,no,621,no,yes,114,1,208,1,failure,no
33,single,tertiary,no,474,yes,no,62,1,179,3,failure,no
40,married,secondary,no,504,yes,no,96,1,266,1,failure,no
34,married,secondary,no,50,yes,no,173,1,258,2,failure,no
39,single,tertiary,no,-145,yes,no,268,2,196,2,failure,no
45,married,tertiary,no,474,yes,yes,190,4,264,4,failure,no
60,married,primary,no,174,yes,yes,157,2,252,1,failure,no
36,married,tertiary,no,82,no,no,124,1,178,4,success,no
57,married,secondary,no,11,no,no,261,1,265,3,failure,no
49,married,secondary,no,359,yes,no,231,2,271,1,failure,no
37,married,tertiary,no,59,yes,yes,319,1,213,1,failure,no
40,divorced,secondary,no,687,yes,no,531,1,208,1,success,yes
48,single,secondary,no,303,yes,yes,142,1,189,4,failure,no
49,married,tertiary,no,147,no,yes,559,1,189,4,failure,no
35,married,secondary,no,630,yes,no,134,1,271,2,failure,no
43,married,secondary,no,1109,yes,no,115,3,264,2,failure,no
48,divorced,secondary,yes,-535,yes,no,115,2,187,2,failure,no
43,married,secondary,no,597,yes,no,87,1,263,1,failure,no
38,single,secondary,no,103,yes,no,159,1,187,3,failure,no
31,single,secondary,no,783,yes,no,221,2,272,1,failure,no
32,single,secondary,no,453,yes,no,544,1,269,2,failure,no
37,married,secondary,no,494,yes,no,247,2,269,3,failure,no
60,married,secondary,no,292,no,yes,260,5,195,4,failure,no
32,single,tertiary,no,2004,no,no,141,1,75,1,failure,no
37,single,tertiary,no,230,yes,yes,120,2,272,1,failure,no
45,married,secondary,no,1214,yes,no,150,2,189,2,failure,no
35,married,tertiary,no,1526,yes,no,236,2,217,4,failure,no
56,married,secondary,no,5838,no,no,116,2,230,2,failure,no
31,single,tertiary,no,3283,no,no,258,1,73,1,failure,yes
31,married,secondary,no,671,no,no,119,2,175,2,failure,no
57,married,secondary,no,589,yes,no,223,1,76,4,failure,no
29,single,secondary,no,-498,yes,no,99,3,227,14,failure,no
38,single,secondary,no,569,yes,yes,164,2,272,2,failure,no
43,single,secondary,no,-247,yes,yes,751,2,76,4,failure,yes
34,married,secondary,no,4,yes,no,105,2,263,1,failure,no
42,married,tertiary,no,477,yes,no,413,2,242,3,failure,no
53,married,secondary,no,598,no,no,340,3,264,2,failure,no
47,married,secondary,no,1167,yes,no,139,3,73,2,success,no
57,married,secondary,no,485,no,no,79,2,187,2,failure,no
41,divorced,primary,no,320,yes,no,844,2,252,1,failure,no
38,married,secondary,no,581,yes,no,223,2,272,1,failure,no
46,married,secondary,no,-221,yes,yes,219,2,244,1,failure,no
46,married,secondary,no,317,yes,yes,24,7,250,1,failure,no
35,married,secondary,no,287,yes,no,115,3,245,8,failure,no
58,divorced,secondary,no,8266,yes,no,98,2,271,1,failure,no
46,married,secondary,no,1028,yes,no,96,2,208,1,failure,no
28,married,primary,no,7459,yes,no,981,5,269,2,failure,yes
35,married,secondary,no,220,yes,no,153,4,244,13,failure,no
37,married,secondary,no,318,no,no,167,1,187,2,failure,no
31,single,tertiary,no,112,yes,no,159,2,271,1,failure,no
45,married,secondary,no,0,yes,yes,111,2,208,1,failure,no
42,married,primary,no,124,yes,no,164,2,262,2,failure,no
36,married,tertiary,no,806,yes,no,106,2,259,1,failure,no
54,divorced,secondary,no,0,yes,yes,62,2,203,5,failure,no
49,divorced,tertiary,no,4961,yes,no,298,2,231,1,failure,no
47,married,secondary,no,1160,yes,no,117,2,221,4,failure,no
36,single,secondary,no,774,yes,no,231,2,259,1,failure,no
33,married,tertiary,no,644,yes,yes,124,2,271,2,failure,no
51,married,secondary,no,867,yes,no,177,2,211,3,failure,no
31,single,secondary,no,863,yes,no,146,1,263,5,success,no
32,married,secondary,no,414,yes,no,236,2,272,1,failure,no
50,single,primary,no,1158,yes,no,116,3,265,3,failure,no
37,married,secondary,no,12939,yes,yes,77,3,202,9,failure,no
35,married,secondary,no,1659,yes,no,149,3,215,1,failure,no
50,married,tertiary,no,199,yes,yes,116,2,253,1,failure,no
58,married,primary,no,3401,yes,no,84,3,265,2,failure,no
41,single,tertiary,no,572,yes,no,419,2,271,2,failure,no
28,married,tertiary,no,59,no,no,330,3,190,6,failure,no
47,single,secondary,no,152,yes,no,193,3,271,4,failure,no
31,married,primary,no,997,yes,no,256,1,190,3,failure,no
35,single,secondary,no,0,yes,no,80,1,273,1,failure,no
32,married,secondary,no,4471,yes,no,197,1,270,2,failure,no
33,single,tertiary,no,390,yes,no,161,1,256,1,failure,no
29,married,secondary,no,222,yes,no,197,1,250,23,failure,no
34,married,secondary,no,883,no,no,166,2,173,3,failure,no
54,divorced,secondary,no,2156,yes,no,261,1,195,4,failure,yes
40,married,secondary,no,0,yes,no,561,1,201,1,failure,no
48,married,primary,no,3,yes,no,69,1,252,4,failure,no
32,married,tertiary,no,357,yes,no,133,3,77,2,failure,no
33,married,tertiary,no,546,yes,yes,54,2,270,1,failure,no
51,married,primary,no,377,yes,no,143,4,272,1,failure,no
52,divorced,tertiary,no,199,yes,yes,373,1,236,2,failure,no
35,single,tertiary,no,1891,yes,no,188,3,270,5,failure,no
31,married,primary,no,124,yes,no,343,1,264,4,failure,no
49,married,secondary,no,1403,no,no,124,2,180,2,failure,no
39,married,secondary,no,661,yes,no,84,4,267,4,failure,no
46,married,tertiary,no,-319,yes,no,80,1,256,1,failure,no
32,married,secondary,no,1844,yes,yes,158,4,201,6,failure,no
33,single,secondary,no,1883,yes,no,121,5,256,1,failure,no
36,married,tertiary,no,1582,no,no,26,2,197,1,failure,no
51,married,primary,no,605,no,no,91,2,159,14,failure,no
42,single,primary,no,2398,yes,no,144,2,271,2,failure,no
34,married,secondary,no,261,yes,no,88,5,251,3,failure,no
52,married,tertiary,no,0,yes,no,790,1,249,1,failure,no
31,married,tertiary,no,1331,no,no,182,2,90,1,success,yes
27,married,secondary,no,-401,yes,yes,205,3,214,1,failure,no
54,married,secondary,no,175,yes,no,94,4,271,4,failure,no
36,single,tertiary,no,219,no,no,22,6,196,6,failure,no
32,single,tertiary,no,703,yes,no,489,2,271,2,success,no
43,married,secondary,no,473,yes,no,148,3,211,5,failure,no
42,married,primary,no,-97,yes,no,216,4,271,5,failure,no
34,single,tertiary,no,586,yes,no,43,5,263,2,failure,no
32,married,tertiary,no,272,yes,no,188,4,209,1,failure,no
58,married,secondary,no,629,yes,no,193,3,265,2,failure,no
58,married,secondary,no,0,yes,no,702,3,264,9,failure,no
56,married,tertiary,no,2366,yes,yes,538,2,188,4,failure,no
29,married,secondary,no,655,yes,no,225,3,270,2,failure,no
42,single,secondary,no,400,yes,no,198,5,244,6,failure,no
42,married,tertiary,no,725,yes,yes,124,3,252,3,failure,no
56,married,primary,no,284,no,yes,124,4,204,4,failure,no
41,divorced,tertiary,no,-78,yes,no,69,4,252,4,failure,no
50,married,secondary,no,103,yes,no,109,4,267,6,failure,no
33,single,tertiary,no,191,no,yes,678,4,209,1,failure,no
53,married,primary,no,-211,yes,yes,195,6,251,2,failure,no
41,single,tertiary,no,-89,yes,no,195,4,251,4,failure,no
55,married,primary,no,781,yes,no,112,3,270,2,failure,no
54,single,secondary,no,1178,yes,no,41,6,264,2,failure,no
45,married,secondary,no,366,no,yes,235,2,169,12,failure,no
32,single,tertiary,no,47,yes,no,693,7,204,3,failure,no
31,married,tertiary,no,302,yes,yes,181,1,257,1,failure,no
59,married,tertiary,no,941,no,yes,231,1,210,1,failure,no
60,married,primary,no,4243,yes,no,387,1,251,1,failure,no
36,single,secondary,no,1855,yes,no,75,1,273,1,failure,no
38,married,secondary,no,351,yes,no,112,1,244,3,failure,no
52,married,primary,no,2281,yes,yes,82,1,244,1,failure,no
38,divorced,secondary,no,308,yes,no,197,1,274,1,failure,no
39,married,secondary,no,105,no,no,137,1,189,2,failure,no
47,married,secondary,no,243,yes,no,220,1,246,4,failure,no
38,single,secondary,no,221,yes,no,93,2,274,2,failure,no
36,married,secondary,no,0,no,no,235,1,244,1,failure,no
41,married,primary,no,201,yes,no,69,1,1,1,success,no
43,married,primary,no,392,yes,yes,110,1,208,2,failure,no
33,married,secondary,no,0,yes,no,56,1,274,2,failure,no
28,married,tertiary,no,0,yes,no,546,3,196,4,failure,yes
36,single,secondary,no,376,yes,yes,180,1,274,3,failure,no
37,divorced,secondary,no,496,no,no,118,4,272,3,failure,no
37,married,secondary,no,895,yes,yes,219,2,245,1,failure,no
51,married,secondary,no,2,yes,yes,71,1,205,3,failure,no
59,married,secondary,no,4497,yes,no,213,1,251,1,failure,no
56,married,primary,no,284,no,no,177,1,197,9,failure,no
28,single,secondary,no,34,yes,no,16,6,268,4,failure,no
57,married,primary,no,-464,yes,no,75,1,190,6,failure,no
32,married,secondary,no,4,no,no,145,2,260,4,failure,no
39,divorced,tertiary,no,-980,yes,no,52,2,260,1,failure,no
58,single,secondary,no,1640,no,yes,72,6,274,4,failure,no
30,single,tertiary,no,405,yes,no,128,1,274,1,failure,no
38,married,tertiary,no,227,yes,no,89,1,209,1,failure,no
37,single,secondary,no,342,yes,no,127,1,273,1,failure,no
42,single,secondary,no,30,yes,no,98,1,266,3,failure,no
58,married,tertiary,no,2142,yes,no,41,2,274,3,failure,no
53,married,secondary,no,1103,yes,yes,101,2,250,4,failure,no
33,married,primary,no,158,yes,no,110,1,264,4,failure,no
32,single,secondary,no,678,yes,no,1579,1,246,4,failure,yes
41,divorced,primary,no,548,yes,yes,149,1,250,1,failure,no
45,married,secondary,no,242,no,yes,510,1,198,4,failure,no
32,single,primary,no,354,no,no,239,1,196,8,failure,no
54,divorced,secondary,yes,-200,no,yes,71,1,243,1,failure,no
45,married,secondary,no,1778,yes,no,41,1,251,5,failure,no
39,married,secondary,no,794,yes,no,71,1,243,3,failure,no
45,married,secondary,no,985,yes,no,156,1,267,1,failure,no
41,single,tertiary,no,-94,yes,no,1164,1,203,1,failure,yes
43,divorced,secondary,no,372,yes,yes,618,2,274,2,failure,no
54,married,tertiary,no,7249,yes,yes,102,2,77,1,failure,no
34,married,secondary,no,272,yes,no,287,1,201,2,failure,no
50,single,secondary,no,167,no,yes,346,2,191,3,failure,no
51,married,primary,no,362,yes,no,108,4,272,2,failure,no
43,single,secondary,no,6,no,no,58,1,264,1,failure,no
42,married,secondary,no,1133,yes,no,161,4,212,3,failure,no
32,married,secondary,no,557,yes,yes,210,2,253,1,failure,no
33,married,secondary,no,-241,yes,yes,117,1,253,1,failure,no
28,single,secondary,no,458,no,no,112,4,201,3,failure,no
40,divorced,secondary,no,6322,no,no,459,1,272,1,failure,no
32,divorced,secondary,no,202,yes,no,429,1,201,1,failure,no
37,single,primary,no,91,yes,no,283,2,273,2,failure,no
44,divorced,secondary,no,272,yes,no,219,4,205,2,failure,no
41,married,secondary,no,1245,yes,no,123,1,271,1,failure,no
52,married,secondary,no,463,yes,no,132,6,267,5,failure,no
34,married,secondary,no,382,yes,yes,494,2,198,7,failure,no
53,divorced,primary,no,255,yes,no,134,2,272,2,failure,no
34,married,secondary,no,47,no,no,362,2,169,2,failure,no
32,married,primary,no,651,yes,no,628,2,267,2,failure,no
56,married,primary,no,199,yes,yes,331,2,209,1,failure,no
40,married,secondary,no,694,yes,no,97,4,196,5,failure,no
43,married,secondary,no,0,yes,yes,539,8,204,5,failure,no
50,married,tertiary,no,3284,yes,no,195,2,271,3,failure,no
30,married,secondary,no,357,yes,no,215,3,253,4,failure,no
31,single,primary,no,449,yes,no,140,4,252,1,failure,no
33,married,secondary,no,335,no,no,891,2,177,7,failure,yes
58,married,tertiary,no,0,yes,yes,304,2,229,2,failure,no
60,married,secondary,no,2516,yes,yes,279,3,266,1,failure,no
27,married,secondary,no,1600,yes,no,603,2,259,1,failure,no
32,single,primary,no,1770,no,yes,206,2,188,6,failure,no
29,single,secondary,no,260,yes,no,453,2,273,2,failure,no
45,married,primary,no,412,yes,no,45,5,265,13,failure,no
32,single,tertiary,no,156,yes,no,82,2,246,6,failure,no
27,married,secondary,no,199,no,no,108,2,195,6,failure,no
31,single,secondary,no,122,yes,no,157,4,268,2,failure,no
32,married,tertiary,no,322,yes,no,192,2,272,1,failure,no
45,married,secondary,no,226,no,no,170,2,212,2,failure,no
28,single,secondary,no,392,yes,yes,214,2,259,2,failure,no
32,married,tertiary,no,1230,yes,no,35,3,253,4,failure,no
31,divorced,tertiary,no,106,yes,no,67,2,202,1,failure,no
27,married,secondary,no,245,yes,no,7,7,255,11,failure,no
46,married,tertiary,no,-191,yes,no,674,3,202,3,failure,no
58,married,secondary,no,-382,no,no,398,4,189,12,success,no
41,divorced,secondary,no,4,yes,no,232,1,211,1,failure,no
29,single,secondary,no,0,yes,no,16,9,253,1,failure,no
35,divorced,secondary,no,440,yes,no,103,1,248,1,failure,no
35,divorced,tertiary,no,500,yes,no,177,1,252,1,failure,no
33,married,tertiary,no,741,no,no,283,1,260,1,failure,no
34,married,secondary,no,1072,no,yes,136,1,252,2,failure,no
32,married,secondary,no,1066,yes,no,150,1,262,9,failure,no
39,married,secondary,no,994,no,no,221,1,241,1,failure,no
47,divorced,secondary,no,1815,yes,no,105,1,253,4,failure,no
29,married,secondary,no,503,no,yes,433,1,199,2,failure,no
27,single,tertiary,no,81,no,no,197,1,199,3,failure,no
33,single,tertiary,no,1410,yes,no,8,1,254,5,failure,no
59,married,primary,no,99,yes,no,43,1,261,3,failure,no
30,single,secondary,no,144,yes,no,259,1,260,3,failure,no
32,married,secondary,no,3322,yes,no,588,2,175,2,failure,no
29,married,primary,no,549,yes,no,205,1,245,2,failure,no
31,single,tertiary,no,1109,no,no,642,1,167,2,failure,yes
42,single,primary,no,1628,yes,no,119,1,195,8,success,no
34,married,secondary,no,563,no,yes,384,1,2,2,failure,no
30,single,primary,no,105,yes,no,131,1,265,1,failure,no
32,single,secondary,no,642,yes,no,52,1,253,2,failure,no
30,single,secondary,no,293,yes,no,232,1,253,2,failure,no
54,married,tertiary,no,1544,no,yes,85,7,196,3,failure,no
26,single,secondary,no,101,yes,no,810,1,268,1,failure,yes
41,married,secondary,no,-378,yes,no,361,1,253,2,failure,no
35,married,tertiary,no,1557,yes,yes,225,1,268,1,failure,no
42,married,primary,no,-417,yes,no,81,3,273,3,failure,no
39,single,tertiary,no,917,yes,no,161,2,258,1,failure,no
26,single,secondary,no,1242,yes,no,205,2,253,2,success,no
28,single,secondary,no,1820,yes,no,134,2,203,1,success,no
47,divorced,primary,no,1927,yes,no,130,4,275,3,failure,no
34,divorced,tertiary,no,66,no,yes,102,1,170,2,failure,no
40,married,secondary,no,-212,yes,yes,71,1,258,1,failure,no
33,single,secondary,no,406,yes,no,61,1,275,1,failure,no
57,divorced,tertiary,no,442,no,no,41,1,253,3,failure,no
54,divorced,primary,no,2253,yes,no,266,1,196,1,failure,no
32,married,secondary,no,1661,yes,no,76,1,209,2,failure,no
32,married,secondary,no,182,no,no,277,1,169,2,failure,no
31,single,secondary,no,573,yes,no,58,1,269,2,failure,no
29,single,primary,no,365,yes,yes,72,1,274,2,failure,no
40,married,secondary,no,367,yes,no,89,1,274,1,failure,no
55,married,secondary,no,1765,yes,no,445,1,267,1,failure,no
42,married,secondary,no,315,yes,no,208,1,275,2,failure,no
34,divorced,tertiary,no,0,no,no,108,4,175,3,failure,no
45,married,secondary,no,858,no,no,617,4,251,2,failure,no
30,single,secondary,no,79,no,yes,528,2,196,1,failure,no
32,divorced,secondary,no,2294,yes,no,342,2,260,2,failure,no
58,married,secondary,no,0,yes,no,1823,1,205,1,failure,no
40,married,primary,no,665,yes,no,177,3,211,1,success,no
27,single,secondary,no,126,yes,yes,147,2,216,4,failure,no
48,married,secondary,no,426,yes,yes,153,2,177,2,failure,no
42,married,primary,no,4279,yes,no,97,1,198,1,failure,no
46,married,tertiary,no,157,no,no,120,2,224,1,failure,no
37,married,primary,no,95,yes,no,415,2,272,2,failure,no
44,married,tertiary,no,1451,yes,no,80,7,80,15,failure,no
33,married,tertiary,no,377,yes,no,213,2,276,1,failure,no
37,married,primary,no,655,yes,no,127,2,258,4,failure,no
37,married,tertiary,no,21,yes,no,89,2,252,2,failure,no
40,married,tertiary,no,2135,yes,no,171,5,230,1,failure,no
43,single,secondary,no,1022,yes,no,163,3,276,2,failure,no
43,single,secondary,no,375,no,yes,193,2,199,4,failure,no
33,single,secondary,no,123,yes,no,273,3,212,4,failure,no
37,single,secondary,no,111,yes,no,60,2,272,2,failure,no
32,divorced,primary,no,158,yes,no,728,4,253,1,failure,no
38,divorced,secondary,no,19,yes,no,1130,3,251,2,success,yes
33,single,secondary,no,687,yes,no,178,2,273,1,failure,no
30,single,tertiary,no,640,no,no,124,4,213,2,failure,no
29,married,secondary,no,247,no,yes,204,2,214,1,failure,no
52,married,secondary,no,4873,no,no,381,6,213,9,failure,no
30,single,tertiary,no,306,no,no,90,6,256,14,failure,no
35,divorced,secondary,no,627,yes,no,298,6,275,2,failure,no
49,married,tertiary,no,503,yes,no,310,4,200,1,failure,no
31,single,tertiary,no,12857,yes,no,158,1,92,1,success,yes
44,married,secondary,no,310,yes,no,200,1,253,1,failure,no
43,married,tertiary,no,479,yes,no,168,1,254,2,failure,no
31,married,secondary,no,1801,yes,no,136,1,274,2,failure,no
41,married,tertiary,no,326,no,no,163,1,182,2,failure,no
31,single,tertiary,no,383,no,yes,119,1,214,1,failure,no
38,married,secondary,no,121,yes,yes,168,1,212,2,failure,no
40,married,secondary,no,6695,yes,no,297,1,252,1,failure,no
37,married,secondary,no,-254,yes,yes,121,3,254,2,failure,no
58,married,primary,no,443,no,no,41,2,204,1,failure,no
60,divorced,secondary,no,-41,yes,yes,1658,1,262,1,failure,yes
37,divorced,secondary,no,74,yes,no,120,1,275,1,failure,no
28,single,secondary,no,517,no,yes,91,3,213,1,success,no
60,married,secondary,no,1139,no,no,67,2,207,2,failure,no
41,married,primary,no,0,yes,no,620,4,200,4,success,no
36,single,secondary,no,417,yes,no,15,10,207,3,failure,no
46,married,primary,no,718,yes,no,80,2,268,1,failure,no
57,divorced,secondary,yes,-435,yes,yes,89,5,273,2,failure,no
34,single,secondary,no,347,yes,no,154,2,197,6,failure,no
45,married,secondary,no,776,yes,no,232,4,253,1,failure,no
47,married,tertiary,no,-80,yes,no,150,3,270,2,failure,no
54,single,secondary,no,515,yes,no,115,2,234,1,failure,no
35,divorced,secondary,no,183,no,yes,12,7,217,1,failure,no
47,married,tertiary,no,917,no,no,518,3,212,5,failure,no
38,married,tertiary,no,569,yes,no,105,2,252,1,failure,no
49,divorced,secondary,no,-268,yes,no,42,2,206,5,failure,no
35,single,secondary,no,6809,yes,no,139,8,273,7,failure,no
27,divorced,secondary,no,165,yes,no,1160,2,192,4,failure,no
42,married,secondary,no,769,no,no,187,2,246,1,failure,no
33,single,tertiary,no,350,yes,no,148,7,227,5,failure,no
55,married,secondary,no,517,yes,yes,47,3,263,4,failure,no
58,married,secondary,no,-37,no,yes,150,2,205,6,failure,no
33,single,secondary,no,10,yes,no,71,2,274,1,failure,no
32,married,primary,no,-184,yes,no,129,2,197,1,failure,no
46,married,secondary,no,122,no,no,1047,2,1,7,failure,no
33,married,tertiary,no,17946,yes,no,195,5,259,1,failure,no
40,married,primary,no,451,yes,no,356,3,262,1,failure,no
37,married,secondary,no,688,yes,no,158,2,279,2,failure,no
50,married,primary,no,859,yes,yes,56,5,196,7,failure,no
49,married,primary,no,474,yes,yes,152,3,221,1,failure,no
33,married,secondary,no,347,yes,no,7,7,193,13,failure,no
30,married,primary,no,243,no,yes,133,2,213,2,failure,no
56,divorced,secondary,no,0,yes,no,139,5,265,4,failure,no
43,married,secondary,no,130,yes,no,146,3,256,1,failure,no
27,single,secondary,no,539,yes,no,268,5,252,2,failure,no
33,married,secondary,no,0,yes,no,176,2,262,2,failure,no
30,single,tertiary,no,3773,yes,no,75,4,258,1,failure,no
32,single,secondary,no,360,yes,no,175,3,259,4,failure,no
33,single,tertiary,no,700,no,no,126,1,88,1,success,yes
36,married,secondary,no,1245,yes,no,8,7,248,9,success,no
39,married,secondary,no,20,yes,no,686,5,279,1,failure,no
46,married,secondary,no,561,yes,no,84,4,256,7,failure,no
48,married,tertiary,no,150,yes,no,168,2,203,7,failure,no
54,married,secondary,no,2047,no,no,150,7,194,6,failure,no
35,married,secondary,no,-100,yes,no,13,7,272,9,failure,no
58,married,primary,no,42,yes,no,96,6,264,3,failure,no
48,married,primary,no,683,yes,no,144,5,209,12,failure,no
46,married,secondary,no,692,yes,no,388,3,257,2,failure,no
54,married,secondary,no,2895,yes,no,20,2,256,1,failure,no
28,single,tertiary,no,385,no,yes,79,4,193,7,failure,no
37,married,secondary,no,356,no,no,33,2,216,1,failure,no
34,married,secondary,no,0,yes,no,97,1,85,1,failure,yes
36,married,tertiary,no,99,yes,yes,86,1,85,1,failure,no
37,single,secondary,no,248,yes,no,77,1,279,2,failure,no
38,married,tertiary,no,184,no,no,64,2,188,2,failure,no
51,married,tertiary,no,1347,yes,yes,160,1,243,1,failure,yes
40,married,secondary,no,5060,no,no,154,2,93,1,success,yes
39,married,secondary,no,363,yes,yes,67,1,209,1,failure,no
31,single,secondary,no,554,yes,no,80,1,6,1,failure,no
28,married,tertiary,no,174,yes,yes,56,1,184,2,failure,no
54,divorced,tertiary,no,26306,yes,no,27,1,84,3,failure,no
31,single,secondary,yes,0,no,no,112,4,85,2,failure,no
37,married,secondary,no,1314,yes,no,118,4,210,3,failure,yes
43,divorced,tertiary,no,36,no,no,61,1,193,1,failure,no
45,married,secondary,no,2403,no,no,147,2,84,1,failure,no
33,single,tertiary,no,3552,no,no,158,2,85,3,failure,yes
54,married,tertiary,no,2960,yes,no,94,9,85,1,failure,no
35,single,secondary,no,188,yes,no,75,3,200,5,failure,yes
51,married,secondary,no,195,yes,no,105,1,92,1,failure,no
59,married,tertiary,no,1831,no,no,122,1,92,1,failure,no
56,divorced,tertiary,no,722,no,no,134,3,94,2,failure,no
56,divorced,secondary,no,935,no,no,112,1,227,2,failure,no
35,divorced,secondary,no,2823,yes,no,74,1,24,1,failure,no
27,single,secondary,no,1187,no,no,232,1,101,1,failure,yes
49,married,tertiary,no,503,yes,no,118,5,21,5,failure,no
36,married,secondary,no,725,yes,no,123,3,99,8,failure,no
36,married,secondary,no,6384,yes,yes,59,1,101,1,failure,no
30,single,tertiary,no,5561,yes,no,195,1,100,1,success,yes
37,married,tertiary,no,708,yes,no,32,4,225,3,failure,no
38,married,secondary,no,5115,yes,no,99,1,102,6,success,yes
34,married,tertiary,no,1036,yes,no,78,4,103,7,failure,no
60,married,secondary,no,404,no,no,308,2,196,2,failure,yes
53,married,secondary,no,2693,no,no,90,1,104,1,failure,yes
31,divorced,tertiary,no,883,yes,no,112,2,106,1,failure,yes
44,single,tertiary,no,483,no,no,207,2,199,6,success,yes
38,married,tertiary,no,1101,yes,no,78,2,120,1,failure,no
29,married,tertiary,no,676,no,no,93,2,224,4,failure,no
37,single,tertiary,no,1316,yes,no,350,2,112,3,failure,yes
34,married,tertiary,no,1674,yes,no,113,1,210,7,failure,no
56,married,secondary,no,1928,no,no,61,6,115,4,failure,no
48,married,secondary,no,1981,yes,no,291,3,238,2,success,no
37,single,secondary,no,1045,no,no,406,2,41,1,failure,yes
30,married,tertiary,no,8089,yes,no,232,2,294,2,failure,yes
59,married,secondary,no,3735,no,no,203,4,121,2,failure,yes
34,married,secondary,no,390,yes,no,95,2,231,2,failure,yes
38,married,tertiary,no,1988,no,no,164,2,130,2,failure,yes
32,single,tertiary,no,1613,no,no,253,2,129,5,failure,no
34,single,tertiary,no,2658,yes,no,265,1,230,2,failure,no
32,single,tertiary,no,392,yes,no,957,2,131,2,failure,no
39,divorced,secondary,no,688,yes,yes,233,2,133,1,failure,no
59,married,secondary,no,1035,yes,yes,126,2,239,1,failure,no
47,married,secondary,no,398,yes,yes,274,1,238,2,failure,no
54,married,secondary,no,1004,yes,no,479,1,307,1,failure,no
46,divorced,tertiary,no,926,yes,no,463,1,133,3,failure,no
34,married,secondary,no,1924,yes,yes,161,2,253,1,failure,no
45,divorced,secondary,no,396,yes,yes,251,4,329,4,failure,no
58,divorced,tertiary,no,315,yes,no,121,2,135,2,failure,no
49,divorced,tertiary,no,20727,no,no,285,3,132,2,failure,no
49,married,secondary,no,182,yes,no,303,1,331,2,failure,no
36,married,secondary,no,4613,no,no,320,1,134,2,failure,no
39,married,secondary,no,508,yes,no,598,2,135,5,failure,no
48,married,secondary,no,0,yes,no,146,1,267,1,failure,no
46,married,secondary,no,-30,yes,yes,164,1,300,2,failure,no
35,married,tertiary,no,560,yes,no,58,1,136,1,failure,no
58,married,secondary,no,1,no,no,333,1,64,2,failure,no
35,single,tertiary,no,4348,yes,no,1074,3,217,8,failure,no
32,married,tertiary,no,233,yes,no,77,2,133,4,failure,no
30,single,tertiary,no,0,yes,no,293,2,314,2,failure,no
53,married,primary,no,1409,yes,no,464,1,287,1,failure,no
40,married,primary,no,738,yes,yes,399,2,258,3,failure,no
57,married,tertiary,no,1631,yes,no,254,2,261,3,failure,no
37,married,tertiary,no,489,yes,no,246,2,133,6,failure,no
38,married,secondary,no,-421,yes,no,187,1,332,5,failure,no
54,married,primary,no,136,yes,no,352,1,332,2,failure,no
56,married,primary,no,0,yes,no,353,2,227,4,failure,no
50,married,tertiary,no,414,yes,no,707,1,302,3,failure,yes
24,single,secondary,no,496,yes,no,297,1,323,2,failure,no
35,married,secondary,no,3187,yes,no,445,1,135,3,failure,no
31,single,secondary,no,695,yes,no,314,1,318,1,failure,no
34,single,secondary,yes,-60,no,no,84,1,332,1,failure,no
38,married,secondary,no,275,yes,no,277,2,333,1,failure,no
56,married,secondary,no,3948,no,no,484,1,135,3,failure,no
39,married,secondary,no,517,yes,no,240,1,136,5,failure,no
43,married,secondary,no,1943,yes,no,273,2,136,2,failure,no
28,single,tertiary,no,172,yes,yes,100,14,60,2,failure,no
42,married,tertiary,no,2249,yes,no,362,2,136,6,failure,no
33,married,tertiary,no,1636,yes,yes,105,1,136,1,failure,no
55,divorced,secondary,no,1613,yes,no,296,1,270,3,failure,yes
49,married,tertiary,no,523,yes,no,203,1,31,2,success,no
48,married,primary,no,4459,yes,no,439,2,240,1,failure,no
40,married,tertiary,no,2644,yes,no,235,1,133,3,failure,no
44,married,primary,no,612,yes,yes,1091,1,135,1,failure,no
39,single,tertiary,no,54,yes,no,204,2,248,12,failure,no
41,married,secondary,no,3123,yes,no,1203,2,135,2,failure,yes
50,married,tertiary,no,101,yes,no,43,2,326,1,failure,no
37,married,primary,no,3953,yes,no,610,2,138,1,failure,no
43,divorced,tertiary,no,20,no,no,590,2,255,2,failure,no
40,married,tertiary,no,285,yes,no,322,1,265,3,success,no
